dataset,method,noise_rate,pretrain_fraction,n,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,pac_bayes_bound_mean,pac_bayes_bound_se,pac_bayes_empirical_risk_mean,pac_bayes_empirical_risk_se,pac_bayes_mc_upper_mean,pac_bayes_mc_upper_se,pac_bayes_kl_mean,pac_bayes_kl_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,train_calls_mean,train_calls_se
synthetic_redundancy_hard,GREATS,0.0,0.0,10,151.9,6.541236716231707,0.0,0.0,151.9,6.541236716231707,,,0.004820000000000002,0.000518073353879546,,,,,,,,,0.5343364384025335,0.02605536504878187,1.0,0.0,148.9,6.541236716231707
synthetic_redundancy_hard,GREATS,0.0,0.1,10,71.7,6.195069724295998,0.0,0.0,71.7,6.195069724295998,,,0.007179999999999997,0.0007083313725463121,,,,,,,,,0.29993733037263154,0.021036574063464857,1.0,0.0,68.7,6.195069724295998
synthetic_redundancy_hard,GREATS,0.0,0.2,10,47.3,6.303526349944485,0.0,0.0,47.3,6.303526349944485,,,0.00615,0.0005264662065761351,,,,,,,,,0.261201789136976,0.020820287798848314,1.0,0.0,44.3,6.303526349944485
synthetic_redundancy_hard,GREATS,0.0,0.3,10,39.8,4.441721388030646,0.0,0.0,39.8,4.441721388030646,,,0.005519999999999992,0.0004491473403387029,,,,,,,,,0.3015018684789538,0.014238669386220064,1.0,0.0,36.8,4.441721388030646
synthetic_redundancy_hard,GREATS,0.0,0.4,10,28.6,2.9028721409436318,0.0,0.0,28.6,2.9028721409436318,,,0.006420000000000004,0.0005314132102234602,,,,,,,,,0.30465399883687494,0.008542665225227817,1.0,0.0,25.6,2.9028721409436318
synthetic_redundancy_hard,GREATS,0.0,0.5,10,23.9,2.469592858932194,0.0,0.0,23.9,2.469592858932194,,,0.005610000000000004,0.000678797957176265,,,,,,,,,0.334037125762552,0.007157107751016315,1.0,0.0,20.9,2.469592858932194
synthetic_redundancy_hard,GREATS,0.0,0.6,10,15.5,2.7253949764718097,0.0,0.0,15.5,2.7253949764718097,,,0.004769999999999974,0.0008884505863830857,,,,,,,,,0.3748322930186987,0.007806630745376746,1.0,0.0,12.5,2.7253949764718097
synthetic_redundancy_hard,GREATS,0.0,0.7,10,13.5,1.1761519176251567,0.0,0.0,13.5,1.1761519176251567,,,0.005099999999999993,0.000533541625992454,,,,,,,,,0.41153181130066513,0.003417606302101341,1.0,0.0,10.5,1.1761519176251567
synthetic_redundancy_hard,GREATS,0.0,0.8,10,8.1,0.8225975119502043,0.0,0.0,8.1,0.8225975119502043,,,0.003719999999999979,0.0005999629618197762,,,,,,,,,0.44160606851801276,0.0021768544014581902,1.0,0.0,5.1,0.8225975119502043
synthetic_redundancy_hard,GREATS,0.4,0.0,10,540.6,13.042835410889595,0.0,0.0,540.6,13.042835410889595,,,0.019320000000000004,0.0017082024340093727,,,,,,,,,2.6231775811873375,0.08727053513677216,1.0,0.0,537.6,13.042835410889595
synthetic_redundancy_hard,GREATS,0.4,0.1,10,522.0,12.306276627983154,2.5,2.5,524.5,14.178426491602577,,,0.01879000000000002,0.00230769004273393,,,,,,,,,2.5595786861144005,0.08082387169568868,0.9,0.09999999999999999,519.0,12.306276627983154
synthetic_redundancy_hard,GREATS,0.4,0.2,10,475.2,12.210014105005957,0.0,0.0,475.2,12.210014105005957,,,0.018509999999999992,0.002218079750094165,,,,,,,,,2.275811585690826,0.07271867531992708,1.0,0.0,472.2,12.210014105005957
synthetic_redundancy_hard,GREATS,0.4,0.3,10,385.7,9.599826387319025,0.0,0.0,385.7,9.599826387319025,,,0.01923999999999998,0.001437296845547993,,,,,,,,,1.7580177558586,0.052540030169694996,1.0,0.0,382.7,9.599826387319025
synthetic_redundancy_hard,GREATS,0.4,0.4,10,355.1,8.876247956077938,0.0,0.0,355.1,8.876247956077938,,,0.018340000000000002,0.002424697002834701,,,,,,,,,1.6239467761479318,0.04476235234016918,1.0,0.0,352.1,8.876247956077938
synthetic_redundancy_hard,GREATS,0.4,0.5,10,303.4,5.234925447840154,0.0,0.0,303.4,5.234925447840154,,,0.021620000000000007,0.0017702981544235883,,,,,,,,,1.4071075071580708,0.026992269263492564,1.0,0.0,300.4,5.234925447840154
synthetic_redundancy_hard,GREATS,0.4,0.6,10,231.3,7.381734213584231,0.0,0.0,231.3,7.381734213584231,,,0.022720000000000018,0.0029736173257499,,,,,,,,,1.124790289439261,0.0294761444176675,1.0,0.0,228.3,7.381734213584231
synthetic_redundancy_hard,GREATS,0.4,0.7,10,167.7,8.364010202448743,0.0,0.0,167.7,8.364010202448743,,,0.02754,0.0036601517879879136,,,,,,,,,0.8924743798561394,0.031258301229207155,1.0,0.0,164.7,8.364010202448743
synthetic_redundancy_hard,GREATS,0.4,0.8,10,107.7,6.3386819520219575,0.0,0.0,107.7,6.3386819520219575,,,0.034230000000000003,0.004949905723007934,,,,,,,,,0.7267866358160973,0.019369354168979596,1.0,0.0,104.7,6.3386819520219575
synthetic_redundancy_hard,MaxLoss,0.0,0.0,10,109.7,6.009344575094875,0.0,0.0,109.7,6.009344575094875,0.04851153200143017,0.002330009215982573,0.016720000000000013,0.0011449211520643914,,,,,,,,,1.8100069586187602,1.5843499481369858,1.0,0.0,106.7,6.009344575094875
synthetic_redundancy_hard,MaxLoss,0.0,0.1,10,44.2,5.263712251507168,0.0,0.0,44.2,5.263712251507168,0.024961202207487078,0.002404032983200167,0.007079999999999998,0.0008295648122827957,,,,,,,,,0.15462031234055756,0.010216733691392367,1.0,0.0,41.2,5.263712251507168
synthetic_redundancy_hard,MaxLoss,0.0,0.2,10,35.7,3.2932591084753042,0.0,0.0,35.7,3.2932591084753042,0.02367946125450544,0.0017399371867221052,0.006779999999999997,0.000797607533676669,,,,,,,,,0.1816873412579298,0.00621832738689655,1.0,0.0,32.7,3.2932591084753042
synthetic_redundancy_hard,MaxLoss,0.0,0.3,10,33.1,3.459126415087421,0.0,0.0,33.1,3.459126415087421,0.025452210824005304,0.0020990914172880995,0.00688000000000002,0.0006196414733985712,,,,,,,,,0.2422408421523869,0.0065160438203762175,1.0,0.0,30.1,3.459126415087421
synthetic_redundancy_hard,MaxLoss,0.0,0.4,10,22.9,2.4740879352018013,0.0,0.0,22.9,2.4740879352018013,0.022314156993525104,0.0018354501711831388,0.005020000000000002,0.0007106804251326151,,,,,,,,,0.2643222938291728,0.0044173132324978005,1.0,0.0,19.9,2.4740879352018013
synthetic_redundancy_hard,MaxLoss,0.0,0.5,10,20.4,2.725191124795959,0.0,0.0,20.4,2.725191124795959,0.024473541509360076,0.002444896394582926,0.006130000000000013,0.0007604165525114052,,,,,,,,,0.3026945197023451,0.0045217129102989575,1.0,0.0,17.4,2.725191124795959
synthetic_redundancy_hard,MaxLoss,0.0,0.6,10,14.3,2.3288051299611423,0.0,0.0,14.3,2.3288051299611423,0.02353978986502625,0.0027143779721267997,0.003860000000000008,0.0006899597411765756,,,,,,,,,0.35866355644539,0.004065291532975015,1.0,0.0,11.3,2.3288051299611423
synthetic_redundancy_hard,MaxLoss,0.0,0.7,10,10.0,1.0,0.0,0.0,10.0,1.0,0.02470963355153799,0.0016450449728796855,0.003689999999999993,0.0007686134702610071,,,,,,,,,0.3946805907413363,0.0014052931456638527,1.0,0.0,7.0,1.0
synthetic_redundancy_hard,MaxLoss,0.0,0.8,10,7.2,0.4666666666666666,0.0,0.0,7.2,0.4666666666666666,0.030041600012918935,0.0011891284858096284,0.004089999999999994,0.000339754813554314,,,,,,,,,0.4349951651878655,0.001537669907773316,1.0,0.0,4.2,0.4666666666666666
synthetic_redundancy_hard,MaxLoss,0.4,0.0,10,483.4,17.37763569137707,0.0,0.0,483.4,17.37763569137707,0.18469591962639242,0.006156955050429801,0.018319999999999993,0.0017177375300732722,,,,,,,,,1.4983925205655395,0.07861909545599557,1.0,0.0,480.4,17.37763569137707
