dataset,method,noise_rate,pretrain_fraction,es_budget,n,step_mean,step_se,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,pac_bayes_bound_mean,pac_bayes_bound_se,pac_bayes_empirical_risk_mean,pac_bayes_empirical_risk_se,pac_bayes_mc_upper_mean,pac_bayes_mc_upper_se,pac_bayes_kl_mean,pac_bayes_kl_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,hit_limit_mean,hit_limit_se,train_calls_mean,train_calls_se,noise_hit_rate_mean,noise_hit_rate_se,duplicate_hit_rate_mean,duplicate_hit_rate_se,pairwise_feature_cosine_mean,pairwise_feature_cosine_se
synthetic_redundancy_hard,GREATS,0.0,0.0,100,10,100.0,0.0,104.0,0.0,37.8,6.950299753727652,141.8,6.950299753727651,,,0.014279999999999982,0.001981009843488924,,,,,,,,,0.4337368834996596,0.012562038082164129,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.19807692307692307,0.01584513730039522,0.6894036889076233,0.00697057418187429
synthetic_redundancy_hard,GREATS,0.0,0.0,200,10,139.6,6.650313275828942,143.6,6.650313275828942,0.0,0.0,143.6,6.650313275828942,,,0.004559999999999986,0.0005746883213244089,,,,,,,,,0.5350919499935116,0.0176204828491544,1.0,0.0,0.0,0.0,140.6,6.650313275828942,0.0,0.0,0.1981272165937506,0.01550845136430623,0.6425585567951202,0.014172797348867661
synthetic_redundancy_hard,GREATS,0.0,0.0,50,10,50.0,0.0,54.0,0.0,90.4,14.287679229944159,144.4,14.287679229944159,,,0.027070000000000004,0.0031573564892168927,,,,,,,,,0.2686781626020093,0.012674992258416078,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.1907407407407407,0.021213383058567382,0.7031477332115174,0.008271354335541747
synthetic_redundancy_hard,GREATS,0.1,0.0,100,10,100.0,0.0,104.0,0.0,54.2,3.2721043178154736,158.2,3.2721043178154736,,,0.00873999999999998,0.0009606941934524904,,,,,,,,,0.45907750009209847,0.012211600222438931,0.0,0.0,0.0,0.0,101.0,0.0,0.03365384615384616,0.00720262982507828,0.21250000000000005,0.015334453479366263,0.6696490705013275,0.013370070988211974
synthetic_redundancy_hard,GREATS,0.1,0.0,200,10,200.0,0.0,204.0,0.0,129.7,94.69331197784419,333.7,94.69331197784419,,,0.04529999999999999,0.03364399236449536,,,,,,,,,0.782642408402171,0.023194573758655315,0.0,0.0,1.0,0.0,201.0,0.0,0.10588235294117647,0.0110145748668972,0.2637254901960784,0.01451951626896932,0.5436253845691681,0.015043016745641322
synthetic_redundancy_hard,GREATS,0.1,0.0,50,10,50.0,0.0,54.0,0.0,104.6,13.899000763444189,158.6,13.899000763444189,,,0.02219000000000001,0.002950195850372572,,,,,,,,,0.2764107875933405,0.012736440211093327,0.0,0.0,0.0,0.0,51.0,0.0,0.04259259259259259,0.0039525458255758325,0.23148148148148148,0.02124927713340556,0.6882800161838531,0.011061032645092247
synthetic_redundancy_hard,GREATS,0.2,0.0,100,10,100.0,0.0,104.0,0.0,144.7,12.273775114265192,248.7,12.273775114265192,,,0.02618999999999999,0.003393701682692678,,,,,,,,,0.5032514750957489,0.010538998725653363,0.0,0.0,0.0,0.0,101.0,0.0,0.07019230769230769,0.015172820998134133,0.2394230769230769,0.019519730741775786,0.6757556617259979,0.007582709558211828
synthetic_redundancy_hard,GREATS,0.2,0.0,200,10,200.0,0.0,204.0,0.0,87.6,13.613065619306902,291.6,13.613065619306902,,,0.014660000000000017,0.004412462149664545,,,,,,,,,1.0008766417915467,0.049616322971018985,0.0,0.0,1.0,0.0,201.0,0.0,0.10098039215686276,0.014763865356962768,0.26960784313725494,0.014338177103581899,0.5399708688259125,0.014914680877087848
synthetic_redundancy_hard,GREATS,0.2,0.0,50,10,50.0,0.0,54.0,0.0,221.2,23.372253255136144,275.2,23.372253255136144,,,0.042790000000000016,0.005668890740014508,,,,,,,,,0.2927588501945138,0.009857182082374166,0.0,0.0,0.0,0.0,51.0,0.0,0.08148148148148149,0.016378394026446415,0.20925925925925926,0.01680328097384716,0.6813499629497528,0.013059249269464238
synthetic_redundancy_hard,GREATS,0.3,0.0,100,10,100.0,0.0,104.0,0.0,199.3,22.76451917641428,303.3,22.76451917641428,,,0.03332999999999999,0.008531758318189754,,,,,,,,,0.5157787584117614,0.02174906900338203,0.0,0.0,0.0,0.0,101.0,0.0,0.11730769230769231,0.02975077278428793,0.2442307692307692,0.029101434520041453,0.7030169010162354,0.012817589858979914
synthetic_redundancy_hard,GREATS,0.3,0.0,200,10,200.0,0.0,204.0,0.0,145.8,14.736048015363927,349.8,14.736048015363927,,,0.025519999999999998,0.00578211418465983,,,,,,,,,1.0590205125976353,0.046969208525065975,0.0,0.0,1.0,0.0,201.0,0.0,0.18921568627450983,0.025410466897116016,0.31960784313725493,0.024332693423511485,0.5609023213386536,0.010435464904526952
synthetic_redundancy_hard,GREATS,0.3,0.0,50,10,50.0,0.0,54.0,0.0,246.2,21.280037593951754,300.2,21.280037593951754,,,0.04788000000000001,0.007904074898430553,,,,,,,,,0.28534702940378337,0.010971159169008798,0.0,0.0,0.0,0.0,51.0,0.0,0.08888888888888888,0.009876543209876541,0.23518518518518516,0.02209324712120158,0.6982541382312775,0.010858158314646326
synthetic_redundancy_hard,GREATS,0.4,0.0,100,10,100.0,0.0,104.0,0.0,243.1,18.834631223714823,347.1,18.834631223714823,,,0.036129999999999995,0.006056420835223825,,,,,,,,,0.5687547124980483,0.052244620718067805,0.0,0.0,0.0,0.0,101.0,0.0,0.14807692307692308,0.022581942248472483,0.2634615384615385,0.022987719329539878,0.6746100604534149,0.007615531854599434
synthetic_redundancy_hard,GREATS,0.4,0.0,200,10,200.0,0.0,204.0,0.0,164.0,5.647024782032472,368.0,5.647024782032472,,,0.016249999999999997,0.003183682354339599,,,,,,,,,1.2600439084053505,0.17015021074238865,0.0,0.0,1.0,0.0,201.0,0.0,0.13480392156862744,0.024468920150117545,0.24901960784313726,0.029940776264173484,0.5587983131408691,0.017904284948419148
synthetic_redundancy_hard,GREATS,0.4,0.0,50,10,50.0,0.0,54.0,0.0,290.2,20.96070397460713,344.2,20.96070397460713,,,0.049399999999999986,0.0068127494857476946,,,,,,,,,0.2884834833093919,0.01620511217286489,0.0,0.0,0.0,0.0,51.0,0.0,0.14444444444444446,0.031451207908288877,0.24814814814814815,0.02548119437104974,0.6739023625850677,0.003289049516912178
synthetic_redundancy_hard,MaxLoss,0.0,0.0,100,10,94.4,3.5534021256630473,98.4,3.5534021256630473,10.9,3.3080709383768254,109.3,6.093803774691505,0.04835667890147306,0.0023608582399773283,0.020200000000000006,0.0017379425895133742,,,,,,,,,0.3584342248970643,0.05921537883416053,0.3,0.15275252316519466,0.0,0.0,95.4,3.5534021256630473,0.0,0.0,0.14322067711083727,0.025248208216284457,0.8448368012905121,0.008032534282231898
