dataset,method,noise_rate,pretrain_fraction,es_budget,n,step_mean,step_se,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,pac_bayes_bound_mean,pac_bayes_bound_se,pac_bayes_empirical_risk_mean,pac_bayes_empirical_risk_se,pac_bayes_mc_upper_mean,pac_bayes_mc_upper_se,pac_bayes_kl_mean,pac_bayes_kl_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,hit_limit_mean,hit_limit_se,train_calls_mean,train_calls_se,noise_hit_rate_mean,noise_hit_rate_se,duplicate_hit_rate_mean,duplicate_hit_rate_se,pairwise_feature_cosine_mean,pairwise_feature_cosine_se
synthetic_redundancy_hard,GREATS,0.0,0.0,100,10,100.0,0.0,104.0,0.0,37.8,6.950299753727652,141.8,6.950299753727651,,,0.014279999999999982,0.001981009843488924,,,,,,,,,0.49864444580161943,0.025682935398403686,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.19807692307692307,0.01584513730039522,0.6894036889076233,0.00697057418187429
synthetic_redundancy_hard,GREATS,0.0,0.0,200,10,139.6,6.650313275828942,143.6,6.650313275828942,0.0,0.0,143.6,6.650313275828942,,,0.004559999999999986,0.0005746883213244089,,,,,,,,,0.606141654093517,0.033671618409537626,1.0,0.0,0.0,0.0,140.6,6.650313275828942,0.0,0.0,0.1981272165937506,0.01550845136430623,0.6425585567951202,0.014172797348867661
synthetic_redundancy_hard,GREATS,0.0,0.0,50,10,50.0,0.0,54.0,0.0,90.4,14.287679229944159,144.4,14.287679229944159,,,0.027070000000000004,0.0031573564892168927,,,,,,,,,0.3381742083118297,0.025174794514851995,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.1907407407407407,0.021213383058567382,0.7031477332115174,0.008271354335541747
synthetic_redundancy_hard,GREATS,0.0,0.1,100,10,64.3,4.962190376570948,68.3,4.962190376570948,0.0,0.0,68.3,4.962190376570948,,,0.007869999999999988,0.0004179447066033709,,,,,,,,,0.17704191231168806,0.010916137104026447,1.0,0.0,0.0,0.0,65.3,4.962190376570948,0.0,0.0,0.1531986345711696,0.03075622683140172,0.8753515362739563,0.0052897047155779486
synthetic_redundancy_hard,GREATS,0.0,0.1,200,10,64.3,4.962190376570948,68.3,4.962190376570948,0.0,0.0,68.3,4.962190376570948,,,0.007869999999999988,0.0004179447066033709,,,,,,,,,0.18044243340264074,0.010930217307759924,1.0,0.0,0.0,0.0,65.3,4.962190376570948,0.0,0.0,0.1531986345711696,0.03075622683140172,0.8753515362739563,0.0052897047155779486
synthetic_redundancy_hard,GREATS,0.0,0.1,50,10,49.2,0.7999999999999999,53.2,0.7999999999999999,16.3,5.00011110987657,69.5,5.34218016252624,,,0.009749999999999991,0.0011174624030463925,,,,,,,,,0.1419335293234326,0.002278021102644095,0.3,0.15275252316519464,0.0,0.0,50.2,0.7999999999999999,0.0,0.0,0.1608695652173913,0.034854393695073836,0.8693602204322814,0.005783711887051995
synthetic_redundancy_hard,GREATS,0.0,0.2,100,10,49.5,4.9289394847618535,53.5,4.9289394847618535,0.0,0.0,53.5,4.9289394847618535,,,0.007150000000000012,0.0006764695936338265,,,,,,,,,0.15917986249551178,0.009627290054167029,1.0,0.0,0.0,0.0,50.5,4.9289394847618535,0.0,0.0,0.12809426817899858,0.021561767039509145,0.8654718101024628,0.006234739245502193
synthetic_redundancy_hard,GREATS,0.0,0.2,200,10,49.5,4.9289394847618535,53.5,4.9289394847618535,0.0,0.0,53.5,4.9289394847618535,,,0.007150000000000012,0.0006764695936338265,,,,,,,,,0.16261746249510906,0.009665621281211262,1.0,0.0,0.0,0.0,50.5,4.9289394847618535,0.0,0.0,0.12809426817899858,0.021561767039509145,0.8654718101024628,0.006234739245502193
synthetic_redundancy_hard,GREATS,0.0,0.2,50,10,43.6,2.997035572398536,47.6,2.997035572398536,5.7,2.6291105382281326,53.3,4.899092886556766,,,0.009350000000000025,0.0012298373876248863,,,,,,,,,0.14426600009319374,0.00583739760242956,0.6,0.16329931618554522,0.0,0.0,44.6,2.997035572398536,0.0,0.0,0.12291679888606244,0.01962101351185939,0.8618813335895539,0.005378850755178154
synthetic_redundancy_hard,GREATS,0.0,0.3,100,10,33.3,4.3206223831501145,37.3,4.3206223831501145,0.0,0.0,37.3,4.3206223831501145,,,0.005570000000000008,0.0004155451573268309,,,,,,,,,0.15299233320984057,0.007544963348370166,1.0,0.0,0.0,0.0,34.3,4.3206223831501145,0.0,0.0,0.11806535960670635,0.0340998573664542,0.8067666530609131,0.020235161823956505
