method,dataset,seed,noise_rate,pretrain_fraction,pretrain_training_mode,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,group_revisit_rate,unique_group_fraction,max_group_selection_fraction,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu,dynamic_redundancy_weight
GREATS,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,5000,0,104,1654,1758,,0.40625,0.40625,,,,,2.468004351016134,0,0,101,0.0673076923076923,0.40384615384615385,0.6438568830490112,0.6438568830490112,0.9857810735702515,0.044028006132366584,0.9514563106796117,0.9611650485436893,0.9514563106796117,0.15384615384615385,0.8461538461538461,0.038461538461538464,0.9814747146398936,0.009615384615384616,0.22811742254612313,0.6236735799271224,1.5245354175996324
GREATS,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,200,200,5000,0,204,1076,1280,,0.35150000000000003,0.3515,,,,,5.619814401958138,0,1,201,0.0784313725490196,0.46078431372549017,0.6225185394287109,0.6225185394287109,0.989932656288147,0.02611199529667206,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.2696078431372549,0.7303921568627451,0.029411764705882353,0.9656630199402922,0.004901960784313725,0.19502937204358425,0.6311183912901935,1.5427338453760289
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.05,support,50,50,4750,250,54,770,824,0.19303533341735601,0.37875000000000003,0.37875,,,,,0.5728653360856697,0,0,51,0.09259259259259259,0.35185185185185186,0.8187036514282227,0.8187036514282227,1.000000238418579,0.0770251582253654,0.7547169811320755,0.8113207547169812,0.6981132075471698,0.18518518518518517,0.8148148148148148,0.09259259259259259,0.9689127936665982,0.018518518518518517,0.243565492004911,0.6201977642988951,1.5160389793972993
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.05,support,100,100,4750,250,104,517,621,0.14805937110213563,0.33675,0.33675,,,,,1.283002767013386,0,0,101,0.08653846153846154,0.28846153846153844,0.7603851556777954,0.7603851556777954,1.0000001192092896,0.05053052392978113,0.970873786407767,0.970873786407767,0.9514563106796117,0.1346153846153846,0.8653846153846154,0.04807692307692308,0.9801135263585402,0.009615384615384616,0.22131634745668652,0.6252038218222455,1.5282760088988225
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.05,support,200,200,4750,250,204,228,432,0.10563978541176766,0.31100000000000005,0.311,,,,,3.3758498100796714,0,1,201,0.08333333333333333,0.27941176470588236,0.6709889769554138,0.6709889769554138,1.0000001192092896,0.028473693895809758,0.9901477832512315,0.9901477832512315,0.9852216748768473,0.16176470588235295,0.8382352941176471,0.029411764705882353,0.9773294845083813,0.004901960784313725,0.1961062053871579,0.6308761037878895,1.5421415870370634
PU-R,manifold_group_noise_fashion_mnist,0,0.1,0.05,support,50,50,4750,250,54,746,800,0.18774297629715875,0.37649999999999995,0.3765,,,,,0.9100375029956922,0,0,51,0.07407407407407407,0.25925925925925924,0.8187564611434937,0.8187564611434937,0.9685688018798828,0.10107875320146668,0.6226415094339622,0.6981132075471698,0.5849056603773585,0.037037037037037035,0.9629629629629629,0.037037037037037035,0.9965570568198031,0.018518518518518517,0.24877380782907824,0.6190258932384575,1.513174405694007
PU-R,manifold_group_noise_fashion_mnist,0,0.1,0.05,support,100,100,4750,250,104,560,664,0.1576294091064483,0.35750000000000004,0.3575,,,,,2.0271519660018384,0,0,101,0.07692307692307693,0.27884615384615385,0.749414324760437,0.749414324760437,0.977832555770874,0.051693517027549374,0.9805825242718447,0.941747572815534,0.9320388349514563,0.09615384615384616,0.9038461538461539,0.028846153846153848,0.9906975258748794,0.009615384615384616,0.21931559443750684,0.625653991251561,1.5293764230593714
PU-R,manifold_group_noise_fashion_mnist,0,0.1,0.05,support,200,200,4750,250,204,212,416,0.102016230172012,0.3285,0.3285,,,,,5.396204957971349,0,1,201,0.06862745098039216,0.28431372549019607,0.6519173383712769,0.6519173383712769,0.9823993444442749,0.027788104333460625,0.9901477832512315,0.9901477832512315,0.9852216748768473,0.14215686274509803,0.8578431372549019,0.0196078431372549,0.9829664175369671,0.004901960784313725,0.19313941618496905,0.631543631358382,1.5437733210982671
PU-R-Manifold,manifold_group_noise_fashion_mnist,0,0.1,0.05,support,50,50,4750,250,54,708,762,0.17935070575913414,0.36524999999999996,0.36525,,,,,1.0303570970427245,0,0,51,0.07407407407407407,0.25925925925925924,0.831946611404419,0.831946611404419,0.9736613631248474,0.09426076794570347,0.6981132075471698,0.6792452830188679,0.6415094339622641,0.07407407407407407,0.9259259259259259,0.05555555555555555,0.9909465740746211,0.018518518518518517,0.23499042141168527,0.6221271551823708,1.5207552682235732
PU-R-Manifold,manifold_group_noise_fashion_mnist,0,0.1,0.05,support,100,100,4750,250,104,582,686,0.16251603327691555,0.357,0.357,,,,,2.3216484430013224,0,0,101,0.08653846153846154,0.2692307692307692,0.7251908779144287,0.7251908779144287,0.979324221611023,0.054787425740251264,0.970873786407767,0.9514563106796117,0.9514563106796117,0.125,0.875,0.038461538461538464,0.98304594198672,0.009615384615384616,0.23098677759574773,0.6230279750409569,1.522957272322339
PU-R-Manifold,manifold_group_noise_fashion_mnist,0,0.1,0.05,support,200,200,4750,250,204,254,458,0.11151563137536868,0.31425000000000003,0.31425,,,,,6.312788965064101,0,1,201,0.06372549019607843,0.2647058823529412,0.6464027166366577,0.6464027166366577,0.9872173070907593,0.029493270928196133,0.9950738916256158,0.9901477832512315,0.9901477832512315,0.14705882352941177,0.8529411764705882,0.024509803921568627,0.9814408881494872,0.004901960784313725,0.19789436526180815,0.6304737678160932,1.5411580991060057
GREATS,manifold_group_noise_fashion_mnist,0,0.1,0.05,support,50,50,4750,250,54,673,727,,0.34199999999999997,0.342,,,,,0.9725655609508976,0,0,51,0.05555555555555555,0.42592592592592593,0.7815982699394226,0.7815982699394226,0.9594517946243286,0.08660182300603615,0.7358490566037735,0.7547169811320755,0.6792452830188679,0.14814814814814814,0.8518518518518519,0.07407407407407407,0.9764705122098281,0.018518518518518517,0.2527825911012736,0.6181239170022135,1.5109695748942997
GREATS,manifold_group_noise_fashion_mnist,0,0.1,0.05,support,100,100,4750,250,104,599,703,,0.32199999999999995,0.322,,,,,1.9737922889180481,0,0,101,0.038461538461538464,0.34615384615384615,0.6552293300628662,0.6552293300628662,0.9770861864089966,0.0528045447127333,0.9611650485436893,0.9320388349514563,0.9223300970873787,0.16346153846153846,0.8365384615384616,0.04807692307692308,0.9804576064929399,0.009615384615384616,0.24051247681188273,0.6208846927173264,1.5177181377534645
GREATS,manifold_group_noise_fashion_mnist,0,0.1,0.05,support,200,200,4750,250,204,426,630,,0.3045,0.3045,,,,,4.564510047901422,0,1,201,0.06372549019607843,0.31862745098039214,0.6451486945152283,0.6451486945152283,0.990093469619751,0.026688791077418866,0.9950738916256158,0.9901477832512315,0.9901477832512315,0.17647058823529413,0.8235294117647058,0.024509803921568627,0.9805961691507133,0.004901960784313725,0.193477242936697,0.6314676203392432,1.5435875163848167
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.1,support,50,50,4500,500,54,667,721,0.1796349708456546,0.37725,0.37725,,,,,0.5786135030211881,0,0,51,0.2222222222222222,0.37037037037037035,0.807415783405304,0.807415783405304,1.0000001192092896,0.07158429442711596,0.8867924528301887,0.8679245283018868,0.8490566037735849,0.2037037037037037,0.7962962962962963,0.12962962962962962,0.9525427038326968,0.018518518518518517,0.24595094492413538,0.6196610373920696,1.5147269802917256
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.1,support,100,100,4500,500,104,377,481,0.12312964582815766,0.33825000000000005,0.33825,,,,,1.2935875799739733,0,0,101,0.125,0.25,0.8018786907196045,0.8018786907196045,1.000000238418579,0.04937531242092836,0.970873786407767,0.9611650485436893,0.9514563106796117,0.1346153846153846,0.8653846153846154,0.07692307692307693,0.9717665674563335,0.009615384615384616,0.20813155182475906,0.6281704008394292,1.5355276464963827
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.1,support,200,200,4500,500,204,63,267,0.07167138147633523,0.31174999999999997,0.31175,,,,,3.293985295924358,0,1,201,0.0784313725490196,0.20588235294117646,0.6976413130760193,0.6976413130760193,1.000000238418579,0.027260085668763503,0.9950738916256158,0.9901477832512315,0.9901477832512315,0.12745098039215685,0.8725490196078431,0.0392156862745098,0.9799980012193256,0.004901960784313725,0.19088404347385252,0.6320510902183832,1.5450137760893812
PU-R,manifold_group_noise_fashion_mnist,0,0.1,0.1,support,50,50,4500,500,54,618,672,0.16817122604697943,0.377,0.377,,,,,0.8161002020351589,0,0,51,0.1111111111111111,0.2777777777777778,0.8139861822128296,0.8139861822128296,1.000000238418579,0.08493104745756905,0.7169811320754716,0.7358490566037735,0.6792452830188679,0.12962962962962962,0.8703703703703703,0.09259259259259259,0.9748342848291153,0.018518518518518517,0.24377075068602283,0.6201515810956449,1.5159260871226876
PU-R,manifold_group_noise_fashion_mnist,0,0.1,0.1,support,100,100,4500,500,104,340,444,0.11432423233054578,0.358,0.358,,,,,1.8130071809282526,0,0,101,0.0673076923076923,0.21153846153846154,0.8032243251800537,0.8032243251800537,1.0,0.051790477002708654,0.970873786407767,0.9223300970873787,0.9223300970873787,0.09615384615384616,0.9038461538461539,0.057692307692307696,0.9826148517347193,0.009615384615384616,0.20508778371852207,0.6288552486633326,1.537201718954813
PU-R,manifold_group_noise_fashion_mnist,0,0.1,0.1,support,200,200,4500,500,204,43,247,0.06677779892925173,0.31999999999999995,0.32,,,,,5.184204928926192,0,1,201,0.04411764705882353,0.22549019607843138,0.7091938853263855,0.7091938853263855,1.0000001192092896,0.027704736502299755,0.9950738916256158,0.9901477832512315,0.9901477832512315,0.12254901960784313,0.8774509803921569,0.029411764705882353,0.9845662060492429,0.004901960784313725,0.18825071375034144,0.6326435894061732,1.5464621074373124
PU-R-Manifold,manifold_group_noise_fashion_mnist,0,0.1,0.1,support,50,50,4500,500,54,660,714,0.1779992589727044,0.38349999999999995,0.3835,,,,,1.064664534991607,0,0,51,0.12962962962962962,0.24074074074074073,0.8150371313095093,0.8150371313095093,1.0,0.08647879676998786,0.7169811320754716,0.6981132075471698,0.660377358490566,0.1111111111111111,0.8888888888888888,0.05555555555555555,0.9831269385725724,0.018518518518518517,0.24332649672184206,0.6202515382375856,1.516170426802987
PU-R-Manifold,manifold_group_noise_fashion_mnist,0,0.1,0.1,support,100,100,4500,500,104,312,416,0.10763934109127149,0.35324999999999995,0.35325,,,,,2.2943046430591494,0,0,101,0.07692307692307693,0.19230769230769232,0.7949082851409912,0.7949082851409912,1.0000001192092896,0.053122970085699585,0.9805825242718447,0.9514563106796117,0.941747572815534,0.10576923076923077,0.8942307692307693,0.038461538461538464,0.9842126237795492,0.009615384615384616,0.21067990794965327,0.6275970207113281,1.534126050627691
PU-R-Manifold,manifold_group_noise_fashion_mnist,0,0.1,0.1,support,200,200,4500,500,204,76,280,0.07484210847178474,0.32125000000000004,0.32125,,,,,6.123695195070468,0,1,201,0.049019607843137254,0.17647058823529413,0.6989707946777344,0.6989707946777344,1.0,0.027962417584921927,0.9901477832512315,0.9852216748768473,0.9852216748768473,0.09803921568627451,0.9019607843137255,0.0196078431372549,0.9881671125049095,0.004901960784313725,0.1905422050611187,0.6321280038612482,1.5452017872163848
GREATS,manifold_group_noise_fashion_mnist,0,0.1,0.1,support,50,50,4500,500,54,577,631,,0.359,0.359,,,,,0.9945618459023535,0,0,51,0.1111111111111111,0.37037037037037035,0.835341215133667,0.835341215133667,0.9719076156616211,0.09065662352543957,0.6981132075471698,0.7358490566037735,0.6792452830188679,0.1111111111111111,0.8888888888888888,0.05555555555555555,0.9856299810167082,0.018518518518518517,0.23256349107267896,0.6226732145086473,1.5220900799100268
GREATS,manifold_group_noise_fashion_mnist,0,0.1,0.1,support,100,100,4500,500,104,349,453,,0.361,0.361,,,,,1.9638386089354753,0,0,101,0.08653846153846154,0.33653846153846156,0.7578058242797852,0.7578058242797852,0.9769980907440186,0.04808316242347643,0.941747572815534,0.9320388349514563,0.912621359223301,0.14423076923076922,0.8557692307692307,0.038461538461538464,0.9801248624536736,0.009615384615384616,0.21112971898837138,0.6274958132276164,1.5338786545563958
GREATS,manifold_group_noise_fashion_mnist,0,0.1,0.1,support,200,200,4500,500,204,243,447,,0.31475,0.31475,,,,,4.56210223690141,0,1,201,0.049019607843137254,0.2549019607843137,0.6570770740509033,0.6570770740509033,0.9914794564247131,0.027128476704576333,0.9950738916256158,0.9802955665024631,0.9802955665024631,0.12254901960784313,0.8774509803921569,0.024509803921568627,0.9854897083710342,0.004901960784313725,0.19587778321246163,0.6309274987771962,1.5422672192331464
MaxLoss,manifold_group_noise_fashion_mnist,1,0.1,0.0,support,50,50,5000,0,54,1865,1919,0.40881856222404167,0.4395,0.4395,,,,,0.6109277249779552,0,0,51,0.07407407407407407,0.3148148148148148,0.6815767884254456,0.6815767884254456,0.9730424880981445,0.07185026665903488,0.8867924528301887,0.9245283018867925,0.8490566037735849,0.018518518518518517,0.9814814814814815,0.037037037037037035,0.9982419467035816,0.018518518518518517,0.268748063130823,0.6145316857955649,1.5021885652780476
MaxLoss,manifold_group_noise_fashion_mnist,1,0.1,0.0,support,100,100,5000,0,104,2123,2227,0.4710910734720528,0.4465,0.4465,,,,,1.362628567032516,0,0,101,0.0673076923076923,0.41346153846153844,0.6463738679885864,0.6463738679885864,0.9850990772247314,0.04347788896954175,0.9805825242718447,0.9611650485436893,0.9514563106796117,0.20192307692307693,0.7980769230769231,0.04807692307692308,0.9715123539928252,0.009615384615384616,0.2266292542267548,0.6240084177989802,1.525353910175285
MaxLoss,manifold_group_noise_fashion_mnist,1,0.1,0.0,support,200,200,5000,0,204,821,1025,0.22542795329354703,0.35624999999999996,0.35625,,,,,3.4957937500439584,0,1,201,0.09803921568627451,0.44607843137254904,0.6119454503059387,0.6119454503059387,0.9929662942886353,0.02422102632487349,0.9901477832512315,0.9950738916256158,0.9901477832512315,0.27450980392156865,0.7254901960784313,0.03431372549019608,0.9591256528657037,0.004901960784313725,0.19092234827088533,0.6320424716390508,1.544992708451013
PU-R,manifold_group_noise_fashion_mnist,1,0.1,0.0,support,50,50,5000,0,54,1584,1638,0.3516331139835529,0.40825,0.40825,,,,,1.0834378550061956,0,0,51,0.07407407407407407,0.42592592592592593,0.6570114493370056,0.6570114493370056,0.9730682373046875,0.06809942677335919,0.9433962264150944,0.9245283018867925,0.9056603773584906,0.09259259259259259,0.9074074074074074,0.037037037037037035,0.9919839976799338,0.018518518518518517,0.2654762645783695,0.6152678404698669,1.5039880544818969
PU-R,manifold_group_noise_fashion_mnist,1,0.1,0.0,support,100,100,5000,0,104,1232,1336,0.2897347124526277,0.38025,0.38025,,,,,2.4554908570135012,0,0,101,0.04807692307692308,0.5,0.6155750155448914,0.6155750155448914,0.9875004887580872,0.04003447399122044,0.9902912621359223,0.9902912621359223,0.9902912621359223,0.21153846153846154,0.7884615384615384,0.038461538461538464,0.9763698803567631,0.009615384615384616,0.22227493927874054,0.6249881386622834,1.5277487833966927
PU-R,manifold_group_noise_fashion_mnist,1,0.1,0.0,support,200,200,5000,0,204,833,1037,0.22792157414369285,0.32699999999999996,0.327,,,,,6.3735842410242185,0,1,201,0.04411764705882353,0.46078431372549017,0.5940398573875427,0.5940398573875427,0.992795467376709,0.02239092292603601,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.27450980392156865,0.7254901960784313,0.029411764705882353,0.969350726045051,0.004901960784313725,0.1878440922488701,0.6327350792440043,1.5466857492631216
PU-R-Manifold,manifold_group_noise_fashion_mnist,1,0.1,0.0,support,50,50,5000,0,54,1852,1906,0.40618102194275707,0.41625,0.41625,,,,,1.3622332810191438,0,0,51,0.07407407407407407,0.48148148148148145,0.6458667516708374,0.6458667516708374,0.9820772409439087,0.06801302843498734,0.9811320754716981,0.9245283018867925,0.9245283018867925,0.12962962962962962,0.8703703703703703,0.05555555555555555,0.9843517841786616,0.018518518518518517,0.265063767109224,0.6153606524004247,1.504214928089927
PU-R-Manifold,manifold_group_noise_fashion_mnist,1,0.1,0.0,support,100,100,5000,0,104,1473,1577,0.3391690496355295,0.373,0.373,,,,,3.1381497649708763,0,0,101,0.04807692307692308,0.4230769230769231,0.6205849647521973,0.6205849647521973,0.9899417757987976,0.03900371506376174,0.9902912621359223,0.9902912621359223,0.9902912621359223,0.14423076923076922,0.8557692307692307,0.038461538461538464,0.9838224314421903,0.009615384615384616,0.2218185478113698,0.6250908267424418,1.5279997987037466
PU-R-Manifold,manifold_group_noise_fashion_mnist,1,0.1,0.0,support,200,200,5000,0,204,790,994,0.2189810085692443,0.30474999999999997,0.30475,,,,,8.212479201960377,0,1,201,0.04411764705882353,0.5,0.5846450328826904,0.5846450328826904,0.9921762943267822,0.022654007092632097,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.29411764705882354,0.7058823529411765,0.029411764705882353,0.9638685633435284,0.004901960784313725,0.18952363209537793,0.6323571827785399,1.5457620023475422
GREATS,manifold_group_noise_fashion_mnist,1,0.1,0.0,support,50,50,5000,0,54,1821,1875,,0.45099999999999996,0.451,,,,,1.1439618960721418,0,0,51,0.09259259259259259,0.5370370370370371,0.6851060390472412,0.6851060390472412,0.9708181619644165,0.059895839612438995,0.9622641509433962,0.9433962264150944,0.9245283018867925,0.1111111111111111,0.8888888888888888,0.05555555555555555,0.9856299810167082,0.018518518518518517,0.24730146710161865,0.6193571699021357,1.5139841930941098
GREATS,manifold_group_noise_fashion_mnist,1,0.1,0.0,support,100,100,5000,0,104,1202,1306,,0.38249999999999995,0.3825,,,,,2.4369488750817254,0,0,101,0.08653846153846154,0.5576923076923077,0.6349796652793884,0.6349796652793884,0.9808632135391235,0.03801576952332432,0.9805825242718447,0.970873786407767,0.970873786407767,0.22115384615384615,0.7788461538461539,0.04807692307692308,0.9728779866933804,0.009615384615384616,0.22400327715888654,0.6245992626392505,1.5267981975626124
GREATS,manifold_group_noise_fashion_mnist,1,0.1,0.0,support,200,200,5000,0,204,712,916,,0.35450000000000004,0.3545,,,,,5.4701398480683565,0,1,201,0.08333333333333333,0.47058823529411764,0.6194606423377991,0.6194606423377991,0.988423228263855,0.022005493160832692,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.24509803921568626,0.7549019607843137,0.024509803921568627,0.9726070823656284,0.004901960784313725,0.18468890560433943,0.6334449962390236,1.5484211019176135
MaxLoss,manifold_group_noise_fashion_mnist,1,0.1,0.05,support,50,50,4750,250,54,738,792,0.18597749684704468,0.38825,0.38825,,,,,0.6122094570891932,0,0,51,0.05555555555555555,0.2037037037037037,0.835901141166687,0.835901141166687,1.0,0.07570133344182428,0.8113207547169812,0.8679245283018868,0.8113207547169812,0.1111111111111111,0.8888888888888888,0.07407407407407407,0.9815014593219167,0.018518518518518517,0.22720979753365778,0.623877795554927,1.5250346113564883
MaxLoss,manifold_group_noise_fashion_mnist,1,0.1,0.05,support,100,100,4750,250,104,538,642,0.1527363221393898,0.356,0.356,,,,,1.3661254940088838,0,0,101,0.04807692307692308,0.20192307692307693,0.7446722984313965,0.7446722984313965,1.0,0.052551783404303984,0.9611650485436893,0.941747572815534,0.9223300970873787,0.10576923076923077,0.8942307692307693,0.057692307692307696,0.9819926031670148,0.009615384615384616,0.23177125924219508,0.6228514666705062,1.5225258074167929
MaxLoss,manifold_group_noise_fashion_mnist,1,0.1,0.05,support,200,200,4750,250,204,94,298,0.07507659163093194,0.3235,0.3235,,,,,3.508561526075937,0,1,201,0.049019607843137254,0.2549019607843137,0.6597893238067627,0.6597893238067627,1.000000238418579,0.025758499288793854,0.9950738916256158,0.9901477832512315,0.9901477832512315,0.13725490196078433,0.8627450980392157,0.029411764705882353,0.983519610241111,0.004901960784313725,0.19438578220138014,0.6312631990046895,1.543087819789241
PU-R,manifold_group_noise_fashion_mnist,1,0.1,0.05,support,50,50,4750,250,54,759,813,0.190610422170721,0.37150000000000005,0.3715,,,,,0.9412354159867391,0,0,51,0.07407407407407407,0.24074074074074073,0.8162497878074646,0.8162497878074646,1.0,0.08731557400721424,0.7547169811320755,0.7735849056603774,0.7358490566037735,0.07407407407407407,0.9259259259259259,0.05555555555555555,0.9909465740746211,0.018518518518518517,0.24129167724320502,0.6207093726202789,1.5172895775162374
PU-R,manifold_group_noise_fashion_mnist,1,0.1,0.05,support,100,100,4750,250,104,535,639,0.15206856763688847,0.38149999999999995,0.3815,,,,,2.108628786052577,0,0,101,0.0673076923076923,0.2980769230769231,0.7431153655052185,0.7431153655052185,1.0,0.053116282936438775,0.9902912621359223,0.941747572815534,0.941747572815534,0.11538461538461539,0.8846153846153846,0.028846153846153848,0.9872882937354873,0.009615384615384616,0.22437950829100656,0.6245146106345235,1.5265912704399465
PU-R,manifold_group_noise_fashion_mnist,1,0.1,0.05,support,200,200,4750,250,204,248,452,0.11016098491381854,0.362,0.362,,,,,5.603292527957819,0,1,201,0.058823529411764705,0.2696078431372549,0.6518101692199707,0.6518101692199707,1.0,0.0269805040265539,0.9950738916256158,0.9852216748768473,0.9852216748768473,0.13725490196078433,0.8627450980392157,0.0196078431372549,0.9853299828259419,0.004901960784313725,0.19488087553352668,0.6311518030049564,1.5428155184565604
PU-R-Manifold,manifold_group_noise_fashion_mnist,1,0.1,0.05,support,50,50,4750,250,54,743,797,0.18708100222283974,0.37175,0.37175,,,,,1.0617156099760905,0,0,51,0.07407407407407407,0.24074074074074073,0.8380898833274841,0.8380898833274841,1.0,0.07788117314284702,0.7924528301886793,0.7924528301886793,0.7547169811320755,0.1111111111111111,0.8888888888888888,0.07407407407407407,0.9815014593219165,0.018518518518518517,0.2236523813795336,0.6246782141896049,1.5269911902412565
